time,open,high,low,close,Volume,Volume MA,ATR
2026-02-01T16:44:00-08:00,25628.75,25630.25,25612,25623.5,1274,937.85,15.290990435414354
2026-02-01T16:45:00-08:00,25623.25,25627.5,25613.25,25619.25,815,925,15.2166339757419
2026-02-01T16:46:00-08:00,25619.25,25632.25,25617.25,25624.75,836,913.1,15.201160120331764
2026-02-01T16:47:00-08:00,25624.75,25630.25,25620.75,25629.75,472,861.3,14.793934397450924
2026-02-01T16:48:00-08:00,25629.5,25629.75,25615.25,25618,661,838.45,14.772939083347286
2026-02-01T16:49:00-08:00,25617.5,25620,25611,25616.25,713,835.25,14.360586291679622
2026-02-01T16:50:00-08:00,25616.75,25617.75,25611,25614.25,268,796.4,13.816972985131077
2026-02-01T16:51:00-08:00,25613.5,25629.75,25613.25,25628,750,795,14.008617771907428
2026-02-01T16:52:00-08:00,25626.25,25633.75,25624.5,25625.25,635,782.55,13.668716502485468
2026-02-01T16:53:00-08:00,25625.25,25631,25617.5,25629,498,758.75,13.656665323736506
2026-02-01T16:54:00-08:00,25628,25630,25616.5,25618.75,281,744,13.645474943469612
2026-02-01T16:55:00-08:00,25617.75,25618,25607.5,25608.25,897,741.25,13.47436959036464
2026-02-01T16:56:00-08:00,25608.5,25615,25594,25600.25,1167,752.05,14.011914619624308
2026-02-01T16:57:00-08:00,25600.25,25610.75,25597,25605.5,570,727.3,13.993206432508286
2026-02-01T16:58:00-08:00,25606,25613,25601,25608.75,444,693.85,13.85083454447198
2026-02-01T16:59:00-08:00,25608.75,25613.25,25603.5,25604,404,649.65,13.55791779129541
2026-02-01T17:00:00-08:00,25604.5,25608.5,25596.75,25598,966,661.75,13.42878080620288
2026-02-01T17:01:00-08:00,25598,25628.5,25598,25628.5,1701,722.75,14.648153605759818
2026-02-01T17:02:00-08:00,25628.25,25633,25622,25629.5,954,746.85,14.387571205348403
2026-02-01T17:03:00-08:00,25629.75,25637.5,25624,25629,880,759.3,14.32417326210923
2026-02-01T17:04:00-08:00,25628,25634,25623.75,25629.75,571,724.15,14.033160886244286
2026-02-01T17:05:00-08:00,25629.25,25630.25,25598.75,25600,1239,745.35,15.280792251512551
2026-02-01T17:06:00-08:00,25599.75,25610.75,25593.25,25603.5,1629,785,15.439307090690225
2026-02-01T17:07:00-08:00,25604.5,25605,25577.25,25578,1575,840.15,16.318642298498066
2026-02-01T17:08:00-08:00,25577.5,25580.5,25559.25,25561.5,2368,925.5,16.670882134319633
2026-02-01T17:09:00-08:00,25561.5,25566.25,25547,25548.25,2272,1003.45,16.855104839011087
2026-02-01T17:10:00-08:00,25548,25550.75,25522.75,25524,2093,1094.7,17.651168779081722
2026-02-01T17:11:00-08:00,25524.5,25535.25,25523.25,25527,1486,1131.5,17.24751386629017
2026-02-01T17:12:00-08:00,25527.25,25527.25,25504,25506.25,2010,1200.25,17.676262875840873
2026-02-01T17:13:00-08:00,25505.25,25506.5,25482.5,25486,2486,1299.65,18.12795838470938
2026-02-01T17:14:00-08:00,25486.75,25499,25477.25,25494.75,2186,1394.9,18.386675642944425
2026-02-01T17:15:00-08:00,25494.5,25517,25492.75,25508.75,2125,1456.3,18.80548452559125
2026-02-01T17:16:00-08:00,25508.25,25520.5,25481,25515.75,2307,1513.3,20.28366420233473
2026-02-01T17:17:00-08:00,25516,25527.25,25514.25,25519,1801,1574.85,19.763402473596535
2026-02-01T17:18:00-08:00,25519.75,25531.5,25505.5,25507.5,1629,1634.1,20.208873725482498
2026-02-01T17:19:00-08:00,25508,25525,25503.75,25504.25,1195,1673.65,20.283239887948035
2026-02-01T17:20:00-08:00,25505,25520.5,25503.75,25507.25,918,1671.25,20.030865610237463
2026-02-01T17:21:00-08:00,25507.5,25510.5,25499.25,25506.75,1150,1643.7,19.40366092379193
2026-02-01T17:22:00-08:00,25506.25,25513.5,25495.75,25508,1102,1651.1,19.28554228637822
2026-02-01T17:23:00-08:00,25508.75,25529.5,25504.25,25523.25,1591,1686.65,19.711574980208347
2026-02-01T17:24:00-08:00,25523,25532.75,25518,25518.5,968,1706.5,19.35717676733632
2026-02-01T17:25:00-08:00,25518.75,25539.75,25518,25539.75,1517,1720.4,19.528092712526583
2026-02-01T17:26:00-08:00,25539.5,25548,25531.25,25536.5,1133,1695.6,19.329657518774685
2026-02-01T17:27:00-08:00,25536.5,25541,25528.75,25536.5,753,1654.5,18.823967696005063
2026-02-01T17:28:00-08:00,25536.25,25541.75,25530.75,25536.25,661,1569.15,18.26511286057613
2026-02-01T17:29:00-08:00,25537.5,25540.25,25526.25,25527,415,1476.3,17.96046194196355
2026-02-01T17:30:00-08:00,25528.25,25532.25,25480,25482.25,2837,1513.5,20.409714660394723
2026-02-01T17:31:00-08:00,25482.5,25486.75,25460,25461.25,2649,1571.65,20.862592184652243
2026-02-01T17:32:00-08:00,25460.5,25477,25455,25468,2067,1574.5,20.943835600034227
2026-02-01T17:33:00-08:00,25467.75,25479.75,25454.25,25479.75,1493,1524.85,21.269275914317497
2026-02-01T17:34:00-08:00,25479.75,25481,25454.25,25460.5,1528,1491.95,21.660756206151962
2026-02-01T17:35:00-08:00,25461.5,25478.5,25460.25,25471.25,1023,1436.85,21.417130762855397
2026-02-01T17:36:00-08:00,25471.25,25496,25471.25,25494.5,1640,1403.5,21.655192851222868
2026-02-01T17:37:00-08:00,25493.75,25502,25486,25494,1072,1367.05,21.25125050470695
2026-02-01T17:38:00-08:00,25495.25,25504.75,25490.25,25501.25,964,1333.8,20.769018325799312
2026-02-01T17:39:00-08:00,25501,25504,25482.5,25493,1205,1334.3,20.821231302527934
2026-02-01T17:40:00-08:00,25493,25493.5,25477.5,25478.5,1231,1349.95,20.476857638061656
2026-02-01T17:41:00-08:00,25479.5,25479.5,25445.25,25451.25,2403,1412.6,21.460653521057253
2026-02-01T17:42:00-08:00,25450.5,25457.5,25440.5,25450.5,1515,1433.25,21.142035412410305
2026-02-01T17:43:00-08:00,25450.5,25459.25,25446,25459.25,797,1393.55,20.57831859723814
2026-02-01T17:44:00-08:00,25459,25463.25,25448.75,25450,926,1391.45,20.144152983149702
2026-02-01T17:45:00-08:00,25450.25,25457.5,25445.25,25456,687,1349.95,19.580284912924725
2026-02-01T17:46:00-08:00,25456.5,25457.25,25438,25438,1054,1346,19.556693133430105
2026-02-01T17:47:00-08:00,25438.25,25443.75,25429,25431,1748,1395.75,19.21335790961367
2026-02-01T17:48:00-08:00,25431,25431.5,25410.5,25421.25,2756,1500.5,19.340975201784122
2026-02-01T17:49:00-08:00,25422,25430.5,25412.25,25425.25,1266,1543.05,19.263048401656686
2026-02-01T17:50:00-08:00,25425.25,25442.75,25420.25,25437.75,1501,1476.25,19.49425923010978
2026-02-01T17:51:00-08:00,25439,25439.5,25419.25,25420.25,1018,1394.7,19.54824071367337
2026-02-01T17:52:00-08:00,25420.5,25436.25,25418.5,25434,1081,1345.4,19.419794948410985
2026-02-01T17:53:00-08:00,25433.5,25441,25428.25,25433,855,1313.5,18.943381023524488
2026-02-01T17:54:00-08:00,25432.75,25443.75,25432,25441.25,730,1273.6,18.42956809327274
2026-02-01T17:55:00-08:00,25442.75,25455.5,25437.25,25440,1475,1296.2,18.416741800896116
2026-02-01T17:56:00-08:00,25439.75,25439.75,25412.5,25413.75,1525,1290.45,19.06554595797496
2026-02-01T17:57:00-08:00,25413,25414.75,25401,25405.5,2414,1357.55,18.685864103833893
2026-02-01T17:58:00-08:00,25405.5,25409.75,25398.25,25406.5,1767,1397.7,18.172588096417186
2026-02-01T17:59:00-08:00,25406.5,25411.75,25405.75,25407.25,742,1374.55,17.303117518101676
2026-02-01T18:00:00-08:00,25407.25,25416.75,25401.5,25405.25,1514,1388.7,17.1564662668087
2026-02-01T18:01:00-08:00,25405,25420.75,25402.5,25414.5,1266,1331.85,17.234575819179508
2026-02-01T18:02:00-08:00,25414,25443.75,25413.75,25439.5,1376,1324.9,18.146391832095258
2026-02-01T18:03:00-08:00,25439.5,25450,25436,25443.25,1032,1336.65,17.850220986945597
2026-02-01T18:04:00-08:00,25443.25,25447,25434.5,25444.75,759,1328.3,17.46806234502091
2026-02-01T18:05:00-08:00,25445.5,25447,25431,25432,592,1323.55,17.36320074894799
