session_date,rth_start,rth_end,ib_high,ib_low,ib_range,midpoint,ib_volume,total_volume,relative_ib_volume,rth_high,rth_low,rth_close,rotation,failed_auction,breakside,breakside_rotation_up,breakside_rotation_down,breakside_retracement_points,breakside_retracement_normib,opening_window_minutes,opening_range_high,opening_range_low,opening_range,opening_range_close,opening_direction,opening_type,opening_bar_open,opening_bar_close,opening_bar_open_close,opening_bar_volume
2025-02-12,06:30,13:00,21739.0,21535.75,203.25,21637.375,355135.0,982468.0,0.3614723329411238,21839.0,21535.75,21801.75,False,none,high,,,92.5,0.45510455104551045,10,21626.5,21535.75,90.75,21613.25,up,auction,21551.0,21548.0,-3.0,8752.0
2025-02-13,06:30,13:00,21996.5,21835.0,161.5,21915.75,369584.0,1045923.0,0.35335679586355784,22123.75,21835.0,22110.25,False,none,high,,,106.0,0.6563467492260062,10,21951.0,21835.0,116.0,21854.75,down,auction,21869.25,21880.0,10.75,5364.0
2025-02-14,06:30,13:00,22160.0,22088.0,72.0,22124.0,252136.0,837004.0,0.3012363142828469,22224.0,22088.0,22194.5,True,none,high,,,68.25,0.9479166666666666,10,22138.0,22088.0,50.0,22103.25,down,auction,22108.5,22122.75,14.25,6996.0
2025-02-17,06:30,13:00,22242.0,22192.0,50.0,22217.0,65628.0,131035.0,0.5008432861449231,22252.25,22192.0,22235.25,False,failed_high,high,22222.25,,19.75,0.395,10,22242.0,22196.75,45.25,22206.75,down,auction,22241.0,22227.75,-13.25,2847.0
2025-02-18,06:30,13:00,22268.0,22130.25,137.75,22199.125,316273.0,874113.0,0.36182164090912733,22268.0,22103.0,22238.5,False,failed_low,low,,22239.0,108.75,0.7894736842105263,10,22268.0,22223.0,45.0,22244.75,down,auction,22257.75,22253.0,-4.75,9916.0
2025-02-19,06:30,13:00,22221.5,22118.0,103.5,22169.75,249488.0,858317.0,0.29067116228619494,22299.75,22118.0,22247.75,False,none,high,,,30.5,0.2946859903381642,10,22221.5,22172.75,48.75,22187.0,down,auction,22207.5,22194.0,-13.5,6052.0
2025-02-20,06:30,13:00,22227.0,21950.75,276.25,22088.875,396008.0,1054978.0,0.37537086081415916,22227.0,21950.75,22144.25,False,none,none,,,,,10,22227.0,22171.5,55.5,22199.0,down,auction,22210.0,22211.5,1.5,4970.0
2025-02-21,06:30,13:00,22188.0,21992.25,195.75,22090.125,352501.0,1365682.0,0.25811352862525827,22188.0,21662.0,21683.0,False,none,low,,,37.25,0.19029374201787994,10,22188.0,22108.25,79.75,22120.5,down,auction,22186.5,22160.0,-26.5,10227.0
2025-02-24,06:30,13:00,21801.75,21436.75,365.0,21619.25,446641.0,1348670.0,0.3311714503918675,21801.75,21408.5,21422.5,False,none,low,,,13.5,0.036986301369863014,10,21801.75,21697.75,104.0,21702.25,down,auction,21753.0,21748.0,-5.0,8169.0
2025-02-25,06:30,13:00,21397.5,21028.0,369.5,21212.75,533010.0,1646302.0,0.3237619829168646,21397.5,20990.5,21150.25,False,failed_low,low,,21281.75,253.75,0.6867388362652233,10,21397.5,21324.75,72.75,21376.5,down,auction,21391.5,21372.25,-19.25,8025.0
2025-02-26,06:30,13:00,21372.0,21188.5,183.5,21280.25,414280.0,1384103.0,0.29931298465504375,21409.75,21064.75,21193.25,True,failed_both,high,21064.75,21224.5,307.25,1.6743869209809263,10,21274.25,21188.5,85.75,21265.0,up,auction,21237.75,21194.25,-43.5,12088.0
2025-02-27,06:30,13:00,21381.0,20896.5,484.5,21138.75,607103.0,1969925.0,0.30818584463875526,21381.0,20597.5,20611.0,False,none,low,,,23.0,0.047471620227038186,10,21381.0,21301.5,79.5,21308.0,down,auction,21340.5,21352.25,11.75,7526.0
2025-02-28,06:30,13:00,20759.0,20460.25,298.75,20609.625,500928.0,1823139.0,0.27476127711600706,20944.25,20460.25,20913.5,True,none,high,,,275.25,0.9213389121338912,10,20608.25,20460.25,148.0,20578.75,down,auction,20590.75,20552.0,-38.75,12048.0
2025-03-03,06:30,13:00,21120.75,20759.75,361.0,20940.25,519374.0,1892381.0,0.2744553026055535,21120.75,20317.5,20475.5,False,none,low,,,60.0,0.16620498614958448,10,21120.75,20967.75,153.0,20982.75,down,auction,21055.75,21027.75,-28.0,9865.0
2025-03-04,06:30,13:00,20430.0,20075.75,354.25,20252.875,559360.0,1854446.0,0.30163186202240455,20733.0,20075.75,20391.75,True,failed_high,high,20312.0,,118.0,0.3330980945659845,10,20430.0,20258.5,171.5,20357.25,up,auction,20342.5,20332.75,-9.75,10280.0
2025-03-05,06:30,13:00,20496.75,20270.25,226.5,20383.5,499309.0,1770681.0,0.2819869869276284,20725.5,20215.0,20656.25,True,failed_low,low,,20725.5,455.25,2.0099337748344372,10,20446.25,20313.0,133.25,20376.5,down,auction,20421.25,20435.0,13.75,8385.0
2025-03-06,06:30,13:00,20483.5,20228.25,255.25,20355.875,479768.0,1829869.0,0.26218707459386437,20513.25,20002.75,20092.0,True,failed_high,high,20002.75,,480.75,1.8834476003917728,10,20319.75,20228.25,91.5,20299.75,down,auction,20310.75,20280.5,-30.25,13900.0
2025-03-07,06:30,13:00,20242.25,20024.25,218.0,20133.25,462450.0,2110658.0,0.2191022894282257,20286.75,19766.0,20224.75,True,failed_both,low,20099.0,20286.75,262.5,1.2041284403669725,10,20126.5,20024.25,102.25,20091.25,up,auction,20037.5,20065.25,27.75,9957.0
2025-03-10,06:30,13:00,19902.0,19654.25,247.75,19778.125,482980.0,1943589.0,0.24849903966322098,19902.0,19271.75,19465.25,False,none,low,,,48.5,0.19576185671039353,10,19898.0,19787.75,110.25,19840.0,down,auction,19882.0,19880.25,-1.75,9495.0
2025-03-11,06:30,13:00,19613.5,19313.5,300.0,19463.5,572075.0,2201568.0,0.259848889518743,19687.5,19201.0,19401.0,True,failed_both,low,19392.25,19687.5,374.0,1.2466666666666666,10,19543.75,19386.5,157.25,19537.0,up,auction,19420.0,19434.75,14.75,6974.0
2025-03-12,06:30,13:00,19776.75,19580.0,196.75,19678.375,496652.0,1858587.0,0.2672202054571564,19776.75,19395.0,19609.25,False,failed_low,low,,19727.75,147.75,0.7509529860228716,10,19773.25,19671.0,102.25,19765.0,up,auction,19696.25,19694.25,-2.0,8967.0
2025-03-13,06:30,13:00,19577.0,19324.0,253.0,19450.5,558033.0,1987807.0,0.28072795799592215,19577.0,19165.5,19250.75,False,none,low,,,72.25,0.2855731225296443,10,19577.0,19490.5,86.5,19541.75,down,auction,19572.5,19542.5,-30.0,11672.0
2025-03-14,06:30,13:00,19620.75,19426.25,194.5,19523.5,471156.0,1576026.0,0.29895192084394545,19742.75,19426.25,19705.75,False,none,high,,,29.75,0.15295629820051415,10,19600.5,19450.0,150.5,19582.0,up,auction,19464.75,19486.0,21.25,8228.0
2025-03-17,06:30,13:00,19848.0,19684.0,164.0,19766.0,212541.0,742866.0,0.28610947331012593,19959.25,19628.5,19829.75,True,failed_both,low,19813.25,19959.25,275.25,1.6783536585365855,10,19828.5,19684.0,144.5,19823.25,up,auction,19701.25,19689.25,-12.0,3481.0
2025-03-18,06:30,13:00,19693.5,19434.25,259.25,19563.875,168190.0,443513.0,0.37922225504100215,19693.5,19401.0,19498.25,False,failed_low,low,,19579.25,145.0,0.5593056894889104,10,19693.5,19567.25,126.25,19576.75,down,auction,19692.0,19654.25,-37.75,4804.0
2025-03-19,06:30,13:00,19900.0,19706.5,193.5,19803.25,299876.0,1272050.0,0.23574230572697613,20142.25,19706.5,19952.5,False,none,high,,,134.5,0.6950904392764858,10,19815.0,19747.0,68.0,19766.75,down,auction,19788.25,19798.75,10.5,6911.0
2025-03-20,06:30,13:00,20086.25,19756.75,329.5,19921.5,349048.0,1378984.0,0.2531196881182088,20105.0,19756.75,19880.75,False,failed_high,high,19795.5,,290.75,0.8823975720789075,10,19897.25,19756.75,140.5,19894.0,up,auction,19786.5,19774.75,-11.75,7464.0
2025-03-21,06:30,13:00,19773.0,19607.0,166.0,19690.0,386160.0,1327714.0,0.290845769495539,19973.25,19607.0,19951.75,False,none,high,,,98.0,0.5903614457831325,10,19711.75,19607.0,104.75,19636.5,down,auction,19657.75,19693.5,35.75,10253.0
2025-03-24,06:30,13:00,20347.5,20228.75,118.75,20288.125,308822.0,958274.0,0.3222689961326301,20409.25,20228.75,20367.25,False,none,high,,,39.25,0.33052631578947367,10,20293.0,20228.75,64.25,20282.25,up,auction,20256.25,20241.0,-15.25,10343.0
2025-03-25,06:30,13:00,20454.75,20362.5,92.25,20408.625,299296.0,947571.0,0.31585601501101235,20496.5,20362.5,20489.5,False,none,high,,,52.75,0.5718157181571816,10,20421.5,20379.75,41.75,20397.25,down,auction,20401.5,20405.0,3.5,7234.0
2025-03-26,06:30,13:00,20475.0,20226.0,249.0,20350.5,386181.0,1021924.0,0.37789600792231126,20475.0,20076.5,20098.0,False,none,low,,,5.25,0.02108433734939759,10,20475.0,20412.75,62.25,20458.25,up,auction,20439.25,20444.5,5.25,6459.0
2025-03-27,06:30,13:00,20123.0,19937.75,185.25,20030.375,425241.0,1446807.0,0.2939168804132134,20199.0,19937.75,19993.5,False,failed_high,high,19975.0,,148.0,0.7989203778677463,10,20069.75,19944.0,125.75,19950.5,down,auction,20028.75,20044.5,15.75,9219.0
2025-03-28,06:30,13:00,19941.25,19630.75,310.5,19786.0,413143.0,1468541.0,0.28132888356538904,19941.25,19421.5,19459.25,False,none,low,,,28.75,0.09259259259259259,10,19920.75,19839.5,81.25,19909.0,down,auction,19911.0,19889.0,-22.0,7335.0
2025-03-31,06:30,13:00,19192.25,18976.75,215.5,19084.5,408823.0,1619197.0,0.25248502807255696,19489.5,18976.75,19442.5,False,none,high,,,29.75,0.13805104408352667,10,19192.25,19013.75,178.5,19070.25,down,auction,19166.75,19169.25,2.5,9508.0
2025-04-01,06:30,13:00,19462.25,19261.25,201.0,19361.75,466433.0,1741376.0,0.267853123047521,19643.25,19261.25,19605.25,False,none,high,,,77.5,0.3855721393034826,10,19433.0,19338.25,94.75,19384.0,up,auction,19380.5,19353.0,-27.5,11876.0
2025-04-02,06:30,13:00,19620.5,19317.0,303.5,19468.75,460038.0,1741289.0,0.2641939390876529,19890.0,19317.0,19749.0,False,none,high,,,59.75,0.19686985172981877,10,19519.25,19317.0,202.25,19499.0,up,auction,19328.0,19330.75,2.75,7123.0
2025-04-03,06:30,13:00,19074.0,18856.0,218.0,18965.0,401291.0,1577926.0,0.2543154748701777,19074.0,18664.75,18683.25,False,none,low,,,132.25,0.606651376146789,10,19074.0,18910.75,163.25,19058.5,up,auction,18922.5,18994.25,71.75,14689.0
2025-04-04,06:30,13:00,18248.75,17912.75,336.0,18080.75,418256.0,2016092.0,0.20745878660299233,18248.75,17528.25,17547.0,False,none,low,,,234.25,0.6971726190476191,10,18248.75,18057.25,191.5,18102.5,down,auction,18154.0,18190.0,36.0,13627.0
2025-04-07,06:30,13:00,18360.25,16673.5,1686.75,17516.875,674145.0,2117798.0,0.3183235606039858,18360.25,16673.5,17551.25,False,none,none,,,,,10,16981.25,16745.0,236.25,16843.75,down,auction,16931.75,16910.0,-21.75,10986.0
2025-04-08,06:30,13:00,18357.25,18062.25,295.0,18209.75,471520.0,2069633.0,0.22782783227751008,18357.25,16972.0,17239.25,True,none,low,,,72.5,0.2457627118644068,10,18202.0,18062.25,139.75,18103.25,down,auction,18149.0,18165.5,16.5,9209.0
2025-04-09,06:30,13:00,17597.25,17196.25,401.0,17396.75,368381.0,1829370.0,0.20137041713814044,19388.0,17196.25,19279.0,True,none,high,,,176.5,0.4401496259351621,10,17444.0,17196.25,247.75,17434.75,up,auction,17207.75,17245.25,37.5,8143.0
2025-04-10,06:30,13:00,18871.75,18563.5,308.25,18717.625,384621.0,2046595.0,0.18793215071863265,18871.75,17918.25,18488.0,False,none,low,,,107.0,0.3471208434712084,10,18871.75,18737.5,134.25,18795.0,up,auction,18791.0,18837.25,46.25,8991.0
2025-04-11,06:30,13:00,18648.0,18277.25,370.75,18462.625,389275.0,1563819.0,0.24892586674033249,18873.25,18270.0,18811.5,True,failed_low,low,,18873.25,596.0,1.607552258934592,10,18536.0,18353.5,182.5,18506.5,up,auction,18415.0,18450.75,35.75,7754.0
2025-04-14,06:30,13:00,19255.25,18987.0,268.25,19121.125,418671.0,1593861.0,0.2626772347149469,19255.25,18738.5,18937.5,False,none,low,,,108.25,0.40354147250698974,10,19255.25,19096.0,159.25,19099.5,down,drive,19232.75,19238.25,5.5,7861.0
2025-04-15,06:30,13:00,19144.75,18925.75,219.0,19035.25,385119.0,1349183.0,0.28544608107276775,19144.75,18884.5,18960.0,False,failed_low,low,,19001.0,75.25,0.3436073059360731,10,19068.25,18968.0,100.25,19059.75,up,auction,18987.0,18984.5,-2.5,6073.0
2025-04-16,06:30,13:00,18679.0,18509.75,169.25,18594.375,344615.0,1540791.0,0.2236610935551934,18735.25,18116.25,18388.25,True,failed_high,high,18116.25,,562.75,3.324963072378139,10,18678.75,18572.5,106.25,18654.75,up,auction,18584.75,18613.0,28.25,11753.0
2025-04-17,06:30,13:00,18509.5,18315.5,194.0,18412.5,389848.0,1475301.0,0.264249803938315,18526.0,18261.25,18373.75,True,failed_both,low,18329.75,18526.0,210.5,1.0850515463917525,10,18509.5,18383.25,126.25,18405.5,down,auction,18498.5,18480.25,-18.25,7767.0
2025-04-21,06:30,13:00,18165.75,17897.75,268.0,18031.75,301377.0,1176200.0,0.25622938275803436,18165.75,17700.0,17921.0,False,failed_low,low,,17952.0,54.25,0.20242537313432835,10,18165.75,18060.75,105.0,18113.0,down,auction,18128.75,18146.75,18.0,7193.0
2025-04-22,06:30,13:00,18305.75,18100.25,205.5,18203.0,322218.0,1453498.0,0.2216845155617689,18513.5,18100.25,18377.75,False,none,high,,,95.25,0.4635036496350365,10,18159.5,18100.25,59.25,18153.0,up,auction,18152.25,18114.0,-38.25,10207.0
2025-04-23,06:30,13:00,19145.0,18917.0,228.0,19031.0,388384.0,1573179.0,0.2468784543907591,19165.75,18729.75,18787.75,True,failed_high,high,18729.75,,415.25,1.8212719298245614,10,19113.0,18917.0,196.0,18993.5,up,auction,18949.5,18955.5,6.0,9584.0
2025-04-24,06:30,13:00,19142.0,18846.5,295.5,18994.25,350199.0,1329505.0,0.26340555319461,19338.5,18846.5,19319.0,False,none,high,,,54.5,0.1844331641285956,10,18905.0,18846.5,58.5,18902.0,up,auction,18875.5,18866.5,-9.0,6550.0
2025-04-25,06:30,13:00,19405.75,19236.0,169.75,19320.875,409656.0,1434605.0,0.28555316620254356,19554.5,19234.5,19531.0,True,failed_low,low,,19554.5,318.5,1.8762886597938144,10,19359.25,19256.25,103.0,19337.0,up,auction,19302.25,19314.25,12.0,8410.0
2025-04-28,06:30,13:00,19622.75,19433.0,189.75,19527.875,354143.0,1313847.0,0.26954660626389526,19622.75,19257.75,19526.0,False,failed_low,low,,19579.0,146.0,0.769433465085639,10,19574.5,19482.75,91.75,19494.0,down,auction,19548.25,19566.0,17.75,6989.0
2025-04-29,06:30,13:00,19601.0,19404.0,197.0,19502.5,316923.0,1193073.0,0.2656358831353991,19692.5,19404.0,19645.25,False,none,high,,,130.25,0.6611675126903553,10,19471.5,19404.0,67.5,19423.5,down,auction,19426.5,19432.0,5.5,5882.0
2025-04-30,06:30,13:00,19315.0,19102.25,212.75,19208.625,376676.0,1483871.0,0.2538468640468073,19715.75,19102.25,19641.75,False,none,high,,,39.25,0.1844888366627497,10,19304.25,19191.25,113.0,19192.25,down,drive,19301.25,19237.0,-64.25,11382.0
2025-05-01,06:30,13:00,20005.25,19858.0,147.25,19931.625,349866.0,1264480.0,0.2766876502593952,20125.25,19856.5,19874.25,True,failed_both,high,19856.5,19882.75,148.75,1.0101867572156198,10,19990.5,19903.25,87.25,19911.5,down,auction,19971.5,19961.25,-10.25,7358.0
2025-05-02,06:30,13:00,20180.5,20019.5,161.0,20100.0,324062.0,1125319.0,0.2879734546381959,20277.0,20019.5,20184.25,False,none,high,,,57.75,0.358695652173913,10,20125.0,20033.0,92.0,20089.75,down,auction,20091.25,20089.0,-2.25,6052.0
2025-05-05,06:30,13:00,20111.0,19985.25,125.75,20048.125,298753.0,915400.0,0.32636333843128684,20191.25,19985.25,20064.0,False,failed_high,high,20044.75,,66.25,0.5268389662027833,10,20053.75,19993.25,60.5,20020.75,up,auction,20010.25,20024.75,14.5,7240.0
2025-05-06,06:30,13:00,19910.0,19738.25,171.75,19824.125,332019.0,1204624.0,0.27562044256133034,20027.0,19738.25,19875.0,False,failed_high,high,19837.5,,72.5,0.42212518195050946,10,19864.5,19779.25,85.25,19861.75,up,auction,19795.5,19793.75,-1.75,9542.0
2025-05-07,06:30,13:00,19977.0,19858.0,119.0,19917.5,246253.0,1352630.0,0.18205495959722912,20055.0,19678.5,19950.0,True,failed_both,high,19678.5,20055.0,298.5,2.508403361344538,10,19920.75,19866.0,54.75,19886.0,down,auction,19898.75,19867.25,-31.5,7382.0
2025-05-08,06:30,13:00,20174.5,20025.0,149.5,20099.75,301702.0,1291436.0,0.23361746149247814,20337.5,19978.0,20153.5,True,failed_both,low,20141.25,20337.5,312.5,2.0903010033444818,10,20174.5,20097.75,76.75,20103.75,down,auction,20162.5,20169.0,6.5,7362.0
2025-05-09,06:30,13:00,20279.75,20112.5,167.25,20196.125,267389.0,1050033.0,0.2546481872474484,20279.75,20057.5,20134.75,False,failed_low,low,,20187.0,74.5,0.445440956651719,10,20279.75,20226.75,53.0,20256.5,up,auction,20227.0,20252.25,25.25,6850.0
2025-05-12,06:30,13:00,20922.25,20723.75,198.5,20823.0,347483.0,1106925.0,0.31391738374325273,20954.25,20690.0,20950.25,True,failed_low,low,,20954.25,230.5,1.1612090680100755,10,20922.25,20767.0,155.25,20786.25,down,auction,20919.0,20865.5,-53.5,11992.0
2025-05-13,06:30,13:00,21242.0,20973.25,268.75,21107.625,310348.0,1017559.0,0.30499263433373397,21347.0,20973.25,21270.5,False,none,high,,,19.75,0.07348837209302325,10,21069.75,20973.25,96.5,21065.0,up,auction,21004.25,20981.75,-22.5,7108.0
2025-05-14,06:30,13:00,21404.75,21272.75,132.0,21338.75,337139.0,1065304.0,0.31647210561492306,21419.75,21272.75,21395.75,True,failed_high,high,21281.25,,123.5,0.9356060606060606,10,21404.75,21314.0,90.75,21374.0,up,auction,21314.75,21334.5,19.75,6636.0
2025-05-15,06:30,13:00,21347.0,21248.25,98.75,21297.625,251286.0,1013807.0,0.24786374526906996,21529.75,21248.25,21417.75,True,none,high,,,43.5,0.44050632911392407,10,21339.5,21282.0,57.5,21295.0,down,auction,21302.75,21287.25,-15.5,5746.0
2025-05-16,06:30,13:00,21470.25,21388.75,81.5,21429.5,231679.0,806868.0,0.28713370712433756,21513.0,21320.0,21506.25,True,failed_low,low,,21513.0,124.25,1.5245398773006136,10,21470.25,21402.5,67.75,21437.75,down,auction,21467.5,21435.25,-32.25,7664.0
2025-05-19,06:30,13:00,21462.75,21201.5,261.25,21332.125,281310.0,900190.0,0.3125006942978705,21545.5,21201.5,21521.5,False,none,high,,,51.0,0.19521531100478468,10,21312.0,21201.5,110.5,21305.25,up,auction,21202.25,21251.25,49.0,9425.0
2025-05-20,06:30,13:00,21439.75,21354.0,85.75,21396.875,254672.0,878695.0,0.2898298044258816,21473.75,21298.0,21447.0,True,failed_low,high,,21452.0,141.75,1.653061224489796,10,21436.75,21390.5,46.25,21428.0,up,auction,21410.75,21432.25,21.5,6937.0
2025-05-21,06:30,13:00,21440.5,21277.0,163.5,21358.75,250416.0,1316907.0,0.19015465784599825,21558.5,21071.75,21149.25,True,failed_high,high,21071.75,,368.75,2.2553516819571864,10,21345.0,21277.0,68.0,21342.0,up,auction,21279.0,21303.75,24.75,6966.0
2025-05-22,06:30,13:00,21330.25,21113.75,216.5,21222.0,312787.0,1018843.0,0.3070021583305769,21337.75,21113.75,21182.0,False,failed_high,high,21166.25,,164.0,0.7575057736720554,10,21219.5,21113.75,105.75,21155.75,down,auction,21171.0,21179.25,8.25,5268.0
2025-05-23,06:30,13:00,20993.75,20821.5,172.25,20907.625,307649.0,1012388.0,0.3038844790732407,21083.75,20821.5,20978.75,False,failed_high,high,20918.75,,75.0,0.43541364296081275,10,20953.5,20821.5,132.0,20918.5,up,auction,20850.0,20848.0,-2.0,13008.0
2025-05-26,06:30,13:00,21307.75,21258.25,49.5,21283.0,41997.0,114571.0,0.3665587277757897,21307.75,21215.5,21284.5,False,failed_low,low,,21296.25,38.0,0.7676767676767676,10,21307.75,21258.75,49.0,21298.25,up,auction,21261.0,21274.0,13.0,1355.0
2025-05-27,06:30,13:00,21383.5,21193.25,190.25,21288.375,233262.0,750048.0,0.31099609624984004,21488.25,21193.25,21464.75,False,none,high,,,35.25,0.18528252299605782,10,21284.5,21193.25,91.25,21226.0,down,auction,21259.5,21278.5,19.0,8872.0
2025-05-28,06:30,13:00,21564.75,21438.25,126.5,21501.5,242610.0,816863.0,0.2970020676661815,21564.75,21349.0,21370.75,False,none,low,,,75.75,0.5988142292490118,10,21558.25,21490.25,68.0,21555.5,up,auction,21504.75,21509.75,5.0,7553.0
2025-05-29,06:30,13:00,21679.25,21380.25,299.0,21529.75,333049.0,1106115.0,0.3010979870989906,21679.25,21301.0,21410.75,False,failed_low,low,,21484.0,103.75,0.34698996655518394,10,21679.25,21560.5,118.75,21562.25,down,drive,21674.25,21649.5,-24.75,7571.0
2025-05-30,06:30,13:00,21394.75,21234.75,160.0,21314.75,244076.0,1151504.0,0.21196278953438286,21433.25,21071.5,21369.5,True,failed_both,high,21071.5,21433.25,323.25,2.0203125,10,21390.75,21303.5,87.25,21318.0,down,auction,21382.75,21355.0,-27.75,6657.0
